entry	alignmentStart	alignmentEnd	envelopeStart	envelopeEnd	hmmAacc	hmmName	type	hmmStart	hmmEend	hmmLength	bitScore	eValue	clan	entryName	geneSymbol	length
O00203	43	582	39	584	PF01602	Adaptin_N	Family	5	523	526	563.4	2e-165	CL0020	AP3B1_HUMAN	AP3B1	1094
O00203	672	801	671	801	PF14797	SEEEED	Family	2	126	126	125.3	7e-33	No_clan	AP3B1_HUMAN	AP3B1	1094
O00203	814	958	813	958	PF14796	AP3B1_C	Family	3	148	148	197.9	4.3e-55	No_clan	AP3B1_HUMAN	AP3B1	1094
O60271	24	178	24	179	PF09744	Jnk-SapK_ap_N	Family	1	155	156	197.2	7.8e-55	No_clan	JIP4_HUMAN	SPAG9	1321
O60271	404	474	404	474	PF16471	JIP_LZII	Domain	1	71	71	100.4	2.1e-25	No_clan	JIP4_HUMAN	SPAG9	1321
Q6UWB4	68	295	68	295	PF00089	Trypsin	Domain	1	220	220	209.6	2.2e-58	CL0124	PRS55_HUMAN	PRSS55	352
Q9ULH1	54	286	52	286	PF16746	BAR_3	Domain	14	238	238	95.1	2.2e-23	CL0145	ASAP1_HUMAN	ASAP1	1129
Q9ULH1	326	413	325	416	PF00169	PH	Domain	2	103	106	37.3	1.3e-05	CL0266	ASAP1_HUMAN	ASAP1	1129
Q9ULH1	440	555	439	556	PF01412	ArfGap	Domain	2	116	117	119.2	4e-31	No_clan	ASAP1_HUMAN	ASAP1	1129
Q9ULH1	587	666	567	667	PF12796	Ank_2	Repeat	10	85	86	34.7	0.00011	CL0465	ASAP1_HUMAN	ASAP1	1129
Q9ULH1	1074	1121	1073	1121	PF00018	SH3_1	Domain	2	48	48	36.1	1.6e-05	CL0010	ASAP1_HUMAN	ASAP1	1129
H0YBT0	15	359	15	359	PF01056	Myc_N	Family	1	332	332	389.1	1.2e-112	No_clan	H0YBT0_HUMAN	MYC	453
H0YBT0	369	421	369	421	PF00010	HLH	Domain	1	55	55	52.7	1.3e-10	No_clan	H0YBT0_HUMAN	MYC	453
H0YBT0	422	452	422	452	PF02344	Myc-LZ	Family	1	31	31	57.1	6e-12	No_clan	H0YBT0_HUMAN	MYC	453
P43681	37	242	37	243	PF02931	Neur_chan_LBD	Family	1	215	216	256.1	9.6e-73	No_clan	ACHA4_HUMAN	CHRNA4	627
P43681	250	618	250	618	PF02932	Neur_chan_memb	Family	1	238	238	356	5.8e-103	No_clan	ACHA4_HUMAN	CHRNA4	627
Q0VDD8	1126	1180	1126	1193	PF12774	AAA_6	Domain	1	55	231	72.5	1.8e-16	CL0023	DYH14_HUMAN	DNAH14	3507
Q0VDD8	1221	1327	1211	1330	PF12774	AAA_6	Domain	122	228	231	113.9	4e-29	CL0023	DYH14_HUMAN	DNAH14	3507
Q0VDD8	2011	2243	2001	2245	PF12780	AAA_8	Domain	36	266	268	125.4	1e-32	CL0023	DYH14_HUMAN	DNAH14	3507
Q0VDD8	2258	2488	2257	2497	PF12777	MT	Domain	2	239	344	83.2	8e-20	No_clan	DYH14_HUMAN	DNAH14	3507
Q0VDD8	2496	2575	2494	2580	PF12781	AAA_9	Domain	4	83	224	80.3	4.5e-19	No_clan	DYH14_HUMAN	DNAH14	3507
Q0VDD8	2582	2686	2577	2686	PF12781	AAA_9	Domain	120	224	224	104.5	1.8e-26	No_clan	DYH14_HUMAN	DNAH14	3507
Q0VDD8	2880	3071	2877	3074	PF03028	Dynein_heavy	Domain	4	123	678	50.5	4.6e-10	No_clan	DYH14_HUMAN	DNAH14	3507
Q0VDD8	3073	3502	3068	3502	PF03028	Dynein_heavy	Domain	354	678	678	290.2	1.4e-82	No_clan	DYH14_HUMAN	DNAH14	3507
Q96PS1	3	177	3	177	PF15124	DUF4563	Family	1	178	178	319.5	2.8e-92	No_clan	FACOS_HUMAN	FANCD2OS	177
Q9NYQ8	153	228	153	247	PF00028	Cadherin	Family	1	79	93	44	1e-07	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	463	543	463	553	PF00028	Cadherin	Family	1	82	93	58.4	3.2e-12	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	571	658	569	659	PF00028	Cadherin	Family	3	92	93	32.2	0.00049	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	721	810	720	811	PF00028	Cadherin	Family	2	92	93	65.9	1.5e-14	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	825	915	825	916	PF00028	Cadherin	Family	1	92	93	64.8	3.2e-14	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	933	1018	930	1019	PF00028	Cadherin	Family	4	92	93	46.1	2.2e-08	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1039	1128	1037	1128	PF00028	Cadherin	Family	3	93	93	67.9	3.6e-15	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1145	1232	1142	1233	PF00028	Cadherin	Family	4	92	93	63.6	7.9e-14	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1250	1334	1247	1335	PF00028	Cadherin	Family	4	90	93	32.1	0.00051	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1354	1434	1354	1438	PF00028	Cadherin	Family	1	89	93	31	0.0012	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1453	1546	1453	1546	PF00028	Cadherin	Family	1	93	93	33.2	0.00024	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1560	1650	1560	1651	PF00028	Cadherin	Family	1	92	93	62.1	2.3e-13	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1665	1747	1665	1749	PF00028	Cadherin	Family	1	91	93	38.7	4.7e-06	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1782	1858	1774	1863	PF00028	Cadherin	Family	13	90	93	43.1	1.9e-07	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	1976	2061	1973	2061	PF00028	Cadherin	Family	4	93	93	32.8	0.00031	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2079	2163	2075	2164	PF00028	Cadherin	Family	5	92	93	57.6	6e-12	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2176	2262	2176	2263	PF00028	Cadherin	Family	1	92	93	39	3.6e-06	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2277	2369	2277	2370	PF00028	Cadherin	Family	1	92	93	76	1.1e-17	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2384	2459	2384	2472	PF00028	Cadherin	Family	1	76	93	38.4	5.5e-06	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2486	2573	2486	2576	PF00028	Cadherin	Family	1	88	93	49	2.8e-09	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2590	2681	2590	2682	PF00028	Cadherin	Family	1	92	93	30.9	0.0013	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2696	2787	2696	2788	PF00028	Cadherin	Family	1	92	93	32.8	0.00033	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2802	2897	2802	2897	PF00028	Cadherin	Family	1	93	93	66.8	7.9e-15	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	2911	2998	2911	3002	PF00028	Cadherin	Family	1	89	93	47.4	8.5e-09	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3016	3103	3016	3104	PF00028	Cadherin	Family	1	92	93	59.5	1.5e-12	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3122	3208	3119	3209	PF00028	Cadherin	Family	5	92	93	51	6.8e-10	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3224	3312	3223	3312	PF00028	Cadherin	Family	2	93	93	47	1.1e-08	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3326	3416	3326	3417	PF00028	Cadherin	Family	1	92	93	81	2.9e-19	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3431	3522	3431	3522	PF00028	Cadherin	Family	1	93	93	56.7	1.1e-11	CL0159	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3800	3920	3800	3921	PF02210	Laminin_G_2	Domain	1	126	127	63.8	9.1e-14	CL0004	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3951	3982	3951	3982	PF00008	EGF	Domain	1	32	32	22.4	0.5	CL0001	FAT2_HUMAN	FAT2	4349
Q9NYQ8	3993	4020	3990	4020	PF00008	EGF	Domain	4	32	32	23.1	0.29	CL0001	FAT2_HUMAN	FAT2	4349
Q12981	134	224	133	224	PF03908	Sec20	Family	2	92	92	115.5	3.4e-30	CL0147	SEC20_HUMAN	BNIP1	228
Q9H2T7	30	94	30	95	PF03810	IBN_N	Domain	1	73	74	37.7	6.3e-06	CL0020	RBP17_HUMAN	RANBP17	1088
Q8NEZ2	236	380	235	380	PF07200	Mod_r	Domain	2	146	146	134.3	1.4e-35	No_clan	VP37A_HUMAN	VPS37A	397
Q9Y6M4	44	259	43	307	PF00069	Pkinase	Domain	2	208	262	93.5	5.8e-23	CL0016	KC1G3_HUMAN	CSNK1G3	447
Q9Y6M4	328	417	328	417	PF12605	CK1gamma_C	Family	1	99	99	113.8	3e-29	No_clan	KC1G3_HUMAN	CSNK1G3	447
O96020	112	239	112	239	PF00134	Cyclin_N	Domain	1	127	127	139.6	2.1e-37	CL0065	CCNE2_HUMAN	CCNE2	404
O96020	241	362	241	363	PF02984	Cyclin_C	Domain	1	117	118	64.4	4.4e-14	CL0065	CCNE2_HUMAN	CCNE2	404
Q96Q05	189	260	182	360	PF08626	TRAPPC9-Trs120	Family	239	310	1258	57.3	2.2e-12	No_clan	TPPC9_HUMAN	TRAPPC9	1148
Q96Q05	453	669	444	673	PF08626	TRAPPC9-Trs120	Family	570	778	1258	51.6	1.1e-10	No_clan	TPPC9_HUMAN	TRAPPC9	1148
Q96Q05	902	1100	889	1104	PF08626	TRAPPC9-Trs120	Family	1034	1252	1258	20.7	0.25	No_clan	TPPC9_HUMAN	TRAPPC9	1148
Q4VAR0	204	560	198	569	PF00067	p450	Domain	91	453	463	301.2	5.6e-86	No_clan	Q4VAR0_HUMAN	CYP11B1	574
Q14195	64	452	64	453	PF01979	Amidohydro_1	Domain	1	343	344	133.5	4.6e-35	CL0034	DPYL3_HUMAN	DPYSL3	570
Q9BXY0	6	119	6	119	PF01778	Ribosomal_L28e	Family	1	114	114	128.1	1.2e-33	No_clan	MAK16_HUMAN	MAK16	300
Q9BXY0	138	236	138	236	PF04874	Mak16	Family	1	99	99	112.5	5.3e-29	No_clan	MAK16_HUMAN	MAK16	300
Q6T4P5	137	277	133	285	PF01569	PAP2	Family	5	127	136	50.9	5.8e-10	CL0525	PLPR3_HUMAN	PLPPR3	718
Q9P1A6	710	1054	709	1054	PF03359	GKAP	Family	2	345	345	525.2	4.7e-154	No_clan	DLGP2_HUMAN	DLGAP2	1054
P21281	50	116	50	116	PF02874	ATP-synt_ab_N	Domain	1	69	69	47.7	7.4e-09	CL0275	VATB2_HUMAN	ATP6V1B2	511
P21281	173	399	173	399	PF00006	ATP-synt_ab	Family	1	213	213	228.2	3.9e-64	CL0023	VATB2_HUMAN	ATP6V1B2	511
P21281	417	501	416	510	PF00306	ATP-synt_ab_C	Domain	2	97	113	60.5	1e-12	No_clan	VATB2_HUMAN	ATP6V1B2	511
H0YC17	5	115	1	122	PF16516	CC2-LZ	Domain	17	101	104	35.8	3.6e-05	No_clan	H0YC17_HUMAN	TNIP1	146
Q9NUQ2	83	232	70	233	PF01553	Acyltransferase	Family	12	133	134	62.3	1.5e-13	CL0228	PLCE_HUMAN	AGPAT5	364
Q9NUQ2	250	326	248	328	PF16076	Acyltransf_C	Family	3	74	76	58.5	2.4e-12	No_clan	PLCE_HUMAN	AGPAT5	364
Q9H6X2	44	210	44	214	PF00092	VWA	Domain	1	171	175	85.8	1.8e-20	CL0128	ANTR1_HUMAN	ANTXR1	564
Q9H6X2	217	319	217	319	PF05587	Anth_Ig	Domain	1	103	103	146.7	1.3e-39	No_clan	ANTR1_HUMAN	ANTXR1	564
Q9H6X2	396	488	396	488	PF05586	Ant_C	Family	1	93	93	160.3	6e-44	No_clan	ANTR1_HUMAN	ANTXR1	564
Q8TDY2	1477	1588	1454	1589	PF10377	ATG11	Family	21	128	129	85.2	1.7e-20	No_clan	RBCC1_HUMAN	RB1CC1	1594
Q8N7X0	193	291	178	319	PF00648	Peptidase_C2	Family	85	179	294	30.6	0.00075	CL0125	ADGB_HUMAN	ADGB	1667
Q08722	8	142	8	142	PF08204	V-set_CD47	Domain	1	130	130	180.6	5.1e-50	CL0011	CD47_HUMAN	CD47	323
Q08722	144	298	144	298	PF04549	CD47	Family	1	153	153	191.9	3e-53	No_clan	CD47_HUMAN	CD47	323
Q9HAE3	71	128	63	129	PF13499	EF-hand_7	Domain	3	65	66	44.2	8e-08	CL0220	EFCB1_HUMAN	EFCAB1	211
Q9HAE3	106	171	105	174	PF13499	EF-hand_7	Domain	2	63	66	47.8	5.9e-09	CL0220	EFCB1_HUMAN	EFCAB1	211
H0YC59	33	128	32	128	PF00027	cNMP_binding	Domain	2	84	88	29.1	0.0034	No_clan	H0YC59_HUMAN	CNBD1	207
Q86W47	9	202	8	203	PF03185	CaKB	Family	2	194	195	254.7	2.3e-72	No_clan	KCMB4_HUMAN	KCNMB4	210
Q93034	19	672	19	672	PF00888	Cullin	Family	1	578	578	588.5	7.2e-173	No_clan	CUL5_HUMAN	CUL5	780
Q93034	711	772	708	772	PF10557	Cullin_Nedd8	Domain	4	65	65	64.3	3.3e-14	No_clan	CUL5_HUMAN	CUL5	780
Q9BVQ7	237	367	237	368	PF00004	AAA	Family	1	131	132	129.6	4.2e-34	CL0023	SPA5L_HUMAN	SPATA5L1	753
Q9BVQ7	501	651	501	652	PF00004	AAA	Family	1	131	132	127.8	1.6e-33	CL0023	SPA5L_HUMAN	SPATA5L1	753
P58505	234	296	234	298	PF15248	DUF4587	Family	1	79	80	58.4	4.1e-12	No_clan	CU058_HUMAN	C21orf58	322
Q8WWB5	30	313	19	314	PF08190	PIH1	Family	10	323	324	96	1.7e-23	CL0190	PIHD2_HUMAN	PIH1D2	315
Q14247	83	117	83	118	PF02218	HS1_rep	Repeat	1	35	36	69.7	9.1e-16	No_clan	SRC8_HUMAN	CTTN	550
Q14247	120	155	120	155	PF02218	HS1_rep	Repeat	1	36	36	70.3	5.9e-16	No_clan	SRC8_HUMAN	CTTN	550
Q14247	157	192	157	192	PF02218	HS1_rep	Repeat	1	36	36	71.1	3.4e-16	No_clan	SRC8_HUMAN	CTTN	550
Q14247	194	228	194	229	PF02218	HS1_rep	Repeat	1	35	36	65.8	1.5e-14	No_clan	SRC8_HUMAN	CTTN	550
Q14247	231	265	231	266	PF02218	HS1_rep	Repeat	1	35	36	75.6	1.3e-17	No_clan	SRC8_HUMAN	CTTN	550
Q14247	268	303	268	303	PF02218	HS1_rep	Repeat	1	36	36	67.4	4.8e-15	No_clan	SRC8_HUMAN	CTTN	550
Q14247	305	331	305	333	PF02218	HS1_rep	Repeat	1	27	36	38.5	5.1e-06	No_clan	SRC8_HUMAN	CTTN	550
Q14247	499	547	499	547	PF14604	SH3_9	Domain	1	49	49	61.1	3e-13	CL0010	SRC8_HUMAN	CTTN	550
O95561	17	182	17	182	PF15081	DUF4548	Family	1	167	167	333.4	1e-96	No_clan	CA105_HUMAN	C1orf105	183
Q6PD62	165	195	163	196	PF00515	TPR_1	Repeat	3	33	34	20.4	1.4	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	198	230	198	231	PF00515	TPR_1	Repeat	1	33	34	22	0.44	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	306	335	306	339	PF00515	TPR_1	Repeat	1	30	34	15.9	36	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	345	374	342	374	PF00515	TPR_1	Repeat	5	34	34	20.8	1	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	451	479	451	483	PF07719	TPR_2	Repeat	1	29	34	17.4	15	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	501	530	498	530	PF00515	TPR_1	Repeat	5	34	34	14.9	76	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	532	564	531	564	PF00515	TPR_1	Repeat	2	34	34	22	0.44	CL0020	CTR9_HUMAN	CTR9	1173
Q6PD62	682	709	681	710	PF00515	TPR_1	Repeat	2	29	34	17.1	16	CL0020	CTR9_HUMAN	CTR9	1173
Q59H18	71	164	71	164	PF12796	Ank_2	Repeat	1	86	86	51.5	6.2e-10	CL0465	TNI3K_HUMAN	TNNI3K	835
Q59H18	134	187	134	187	PF13637	Ank_4	Domain	1	54	54	45.2	4.7e-08	CL0465	TNI3K_HUMAN	TNNI3K	835
Q59H18	169	219	167	220	PF13637	Ank_4	Domain	3	53	54	37.7	1e-05	CL0465	TNI3K_HUMAN	TNNI3K	835
Q59H18	204	291	204	299	PF12796	Ank_2	Repeat	1	77	86	51.7	5.4e-10	CL0465	TNI3K_HUMAN	TNNI3K	835
Q59H18	309	402	306	444	PF12796	Ank_2	Repeat	1	76	86	52.4	3.3e-10	CL0465	TNI3K_HUMAN	TNNI3K	835
Q59H18	463	719	463	719	PF07714	Pkinase_Tyr	Domain	1	260	260	194	1.2e-53	CL0016	TNI3K_HUMAN	TNNI3K	835
Q14160	36	94	36	94	PF13855	LRR_8	Repeat	1	61	61	30.4	0.0011	CL0022	SCRIB_HUMAN	SCRIB	1630
Q14160	730	811	728	812	PF00595	PDZ	Domain	3	81	82	63.2	1e-13	CL0466	SCRIB_HUMAN	SCRIB	1630
Q14160	868	946	863	947	PF00595	PDZ	Domain	8	81	82	67.8	3.5e-15	CL0466	SCRIB_HUMAN	SCRIB	1630
Q14160	1005	1089	1004	1090	PF00595	PDZ	Domain	2	81	82	67.5	4.5e-15	CL0466	SCRIB_HUMAN	SCRIB	1630
Q14160	1103	1188	1100	1189	PF00595	PDZ	Domain	4	81	82	53.3	1.2e-10	CL0466	SCRIB_HUMAN	SCRIB	1630
P13473	111	409	110	410	PF01299	Lamp	Family	2	312	313	385.1	1.4e-111	No_clan	LAMP2_HUMAN	LAMP2	410
Q9UKW4	2	115	1	115	PF00307	CH	Domain	2	99	99	66.6	8.3e-15	CL0188	VAV3_HUMAN	VAV3	847
Q9UKW4	196	370	196	370	PF00621	RhoGEF	Domain	1	180	180	138	1.6e-36	No_clan	VAV3_HUMAN	VAV3	847
Q9UKW4	416	501	401	502	PF00169	PH	Domain	18	105	106	33.6	0.00019	CL0266	VAV3_HUMAN	VAV3	847
Q9UKW4	514	562	514	566	PF00130	C1_1	Domain	1	49	53	36	2.1e-05	CL0006	VAV3_HUMAN	VAV3	847
Q9UKW4	597	658	596	658	PF07653	SH3_2	Domain	2	55	55	40.9	5.2e-07	CL0010	VAV3_HUMAN	VAV3	847
Q9UKW4	672	746	672	746	PF00017	SH2	Domain	1	77	77	58.8	1.8e-12	CL0541	VAV3_HUMAN	VAV3	847
Q9UKW4	798	845	793	846	PF07653	SH3_2	Domain	7	54	55	52	1.8e-10	CL0010	VAV3_HUMAN	VAV3	847
O75398	199	272	197	272	PF01342	SAND	Family	3	77	77	92.6	4.1e-23	No_clan	DEAF1_HUMAN	DEAF1	565
O75398	504	540	504	540	PF01753	zf-MYND	Family	1	40	40	36	2.5e-05	CL0175	DEAF1_HUMAN	DEAF1	565
H0YCH9	1	87	1	93	PF04103	CD20	Family	4	89	156	60.8	7.1e-13	CL0347	H0YCH9_HUMAN	MS4A18	400
Q4G0F5	6	281	6	281	PF03643	Vps26	Family	1	275	275	441.2	4.9e-129	CL0135	VP26B_HUMAN	VPS26B	336
Q9NQ66	224	314	224	315	PF09279	EF-hand_like	Domain	1	82	83	81.7	1.5e-19	CL0220	PLCB1_HUMAN	PLCB1	1216
Q9NQ66	318	468	318	468	PF00388	PI-PLC-X	Family	1	145	145	195.7	1.2e-54	CL0384	PLCB1_HUMAN	PLCB1	1216
Q9NQ66	540	655	540	655	PF00387	PI-PLC-Y	Family	1	108	108	132.4	3.4e-35	CL0384	PLCB1_HUMAN	PLCB1	1216
Q9NQ66	905	942	903	946	PF06631	DUF1154	Family	4	41	45	28.4	0.0052	No_clan	PLCB1_HUMAN	PLCB1	1216
Q9NQ66	1003	1174	1003	1176	PF08703	PLC-beta_C	Domain	1	174	176	196.2	1.9e-54	No_clan	PLCB1_HUMAN	PLCB1	1216
Q13489	32	97	32	97	PF00653	BIR	Domain	1	73	73	71.1	4.1e-16	CL0417	BIRC3_HUMAN	BIRC3	604
Q13489	172	235	172	236	PF00653	BIR	Domain	1	72	73	76.2	1.1e-17	CL0417	BIRC3_HUMAN	BIRC3	604
Q13489	258	322	258	323	PF00653	BIR	Domain	1	72	73	72	2.1e-16	CL0417	BIRC3_HUMAN	BIRC3	604
Q13489	446	526	444	528	PF00619	CARD	Domain	3	83	85	70.3	4.5e-16	CL0041	BIRC3_HUMAN	BIRC3	604
Q13489	554	596	553	598	PF13920	zf-C3HC4_3	Domain	2	48	50	54.2	4.3e-11	CL0229	BIRC3_HUMAN	BIRC3	604
P55265	135	200	135	201	PF02295	z-alpha	Domain	1	66	67	98.5	7.1e-25	CL0123	DSRAD_HUMAN	ADAR	1226
P55265	295	358	295	359	PF02295	z-alpha	Domain	1	66	67	92.2	6.9e-23	CL0123	DSRAD_HUMAN	ADAR	1226
P55265	504	567	504	569	PF00035	dsrm	Domain	1	65	67	45.1	5.6e-08	CL0196	DSRAD_HUMAN	ADAR	1226
P55265	615	680	615	680	PF00035	dsrm	Domain	1	67	67	35.2	6.8e-05	CL0196	DSRAD_HUMAN	ADAR	1226
P55265	728	792	727	792	PF00035	dsrm	Domain	2	67	67	36.3	3.1e-05	CL0196	DSRAD_HUMAN	ADAR	1226
P55265	886	1215	886	1215	PF02137	A_deamin	Family	1	318	318	334.4	3.9e-96	CL0109	DSRAD_HUMAN	ADAR	1226
Q9BRH9	15	55	15	55	PF01352	KRAB	Family	1	41	41	72	1.1e-16	No_clan	ZN251_HUMAN	ZNF251	671
Q9BRH9	209	231	209	231	PF00096	zf-C2H2	Domain	1	23	23	25.8	0.044	CL0361	ZN251_HUMAN	ZNF251	671
Q9BRH9	321	343	321	343	PF00096	zf-C2H2	Domain	1	23	23	24.7	0.096	CL0361	ZN251_HUMAN	ZNF251	671
Q9BRH9	349	371	348	374	PF13912	zf-C2H2_6	Domain	2	24	27	14.5	110	CL0361	ZN251_HUMAN	ZNF251	671
Q9BRH9	433	455	433	455	PF00096	zf-C2H2	Domain	1	23	23	27.6	0.011	CL0361	ZN251_HUMAN	ZNF251	671
Q9BRH9	461	483	461	483	PF00096	zf-C2H2	Domain	1	23	23	27.3	0.014	CL0361	ZN251_HUMAN	ZNF251	671
Q9BRH9	489	511	489	511	PF00096	zf-C2H2	Domain	1	23	23	26.5	0.025	CL0361	ZN251_HUMAN	ZNF251	671
Q96JJ3	115	272	115	272	PF11841	DUF3361	Family	1	154	154	197.1	6.8e-55	No_clan	ELMO2_HUMAN	ELMO2	720
Q96JJ3	296	474	295	474	PF04727	ELMO_CED12	Family	2	156	156	126.8	3.5e-33	No_clan	ELMO2_HUMAN	ELMO2	720
Q96JJ3	541	667	541	667	PF16457	PH_12	Domain	1	134	134	130	3.6e-34	CL0266	ELMO2_HUMAN	ELMO2	720
Q96T23	99	147	98	148	PF15612	WHIM1	Family	2	49	50	31	0.00075	No_clan	RSF1_HUMAN	RSF1	1441
Q96T23	150	182	150	182	PF15613	WHIM2	Family	1	37	37	26.1	0.029	No_clan	RSF1_HUMAN	RSF1	1441
Q96T23	894	940	893	941	PF00628	PHD	Domain	2	51	52	38.5	3.4e-06	CL0390	RSF1_HUMAN	RSF1	1441
Q8IZY2	551	750	526	750	PF12698	ABC2_membrane_3	Family	165	345	345	64.6	3.8e-14	CL0181	ABCA7_HUMAN	ABCA7	2146
Q8IZY2	824	968	824	968	PF00005	ABC_tran	Domain	1	137	137	88.1	3.1e-21	CL0023	ABCA7_HUMAN	ABCA7	2146
Q8IZY2	1466	1750	1433	1750	PF12698	ABC2_membrane_3	Family	96	345	345	152.3	8.2e-41	CL0181	ABCA7_HUMAN	ABCA7	2146
Q8IZY2	1812	1953	1810	1954	PF00005	ABC_tran	Domain	3	136	137	65.8	2.6e-14	CL0023	ABCA7_HUMAN	ABCA7	2146
Q2KHR3	1513	1650	1507	1653	PF13926	DUF4211	Family	5	142	145	85.4	1.6e-20	No_clan	QSER1_HUMAN	QSER1	1735
Q7L2H7	237	335	235	336	PF01399	PCI	Family	3	104	105	54.9	4.6e-11	CL0123	EIF3M_HUMAN	EIF3M	374
Q9BQC3	54	372	54	375	PF01866	Diphthamide_syn	Family	1	287	292	209.5	3.4e-58	No_clan	DPH2_HUMAN	DPH2	489
P13489	399	411	399	431	PF00560	LRR_1	Repeat	1	13	23	12	1100	CL0022	RINI_HUMAN	RNH1	461
Q13425	116	194	115	195	PF00595	PDZ	Domain	2	81	82	69	1.5e-15	CL0466	SNTB2_HUMAN	SNTB2	540
Q6T423	150	483	140	484	PF07690	MFS_1	Family	39	351	352	73.9	5.1e-17	CL0015	S22AP_HUMAN	SLC22A25	547
Q9H0F6	16	125	14	126	PF16764	Sharpin_PH	Domain	3	120	121	143.6	1e-38	No_clan	SHRPN_HUMAN	SHARPIN	387
Q8N9W5	16	122	16	122	PF14737	DUF4470	Family	1	95	95	89.1	7.3e-22	No_clan	DAAF3_HUMAN	DNAAF3	541
Q8N9W5	154	442	154	443	PF14740	DUF4471	Domain	1	306	307	348.7	1.1e-100	No_clan	DAAF3_HUMAN	DNAAF3	541
P22059	91	179	90	181	PF00169	PH	Domain	3	104	106	57.6	6.6e-12	CL0266	OSBP1_HUMAN	OSBP	807
P22059	418	793	418	793	PF01237	Oxysterol_BP	Family	1	350	350	479.1	2.7e-140	No_clan	OSBP1_HUMAN	OSBP	807
Q9H6U8	61	482	60	482	PF03901	Glyco_transf_22	Family	2	417	417	415.6	1.2e-120	CL0111	ALG9_HUMAN	ALG9	611
Q502W6	142	245	140	292	PF13768	VWA_3	Domain	3	107	155	19.1	4.4	CL0128	VWA3B_HUMAN	VWA3B	1294
Q502W6	509	658	508	658	PF13768	VWA_3	Domain	3	155	155	62.9	1.4e-13	CL0128	VWA3B_HUMAN	VWA3B	1294
Q502W6	1037	1163	1037	1163	PF15057	DUF4537	Domain	1	124	124	108.4	1e-27	CL0049	VWA3B_HUMAN	VWA3B	1294
P53634	25	141	25	141	PF08773	CathepsinC_exc	Domain	1	123	123	155.8	2.7e-42	No_clan	CATC_HUMAN	CTSC	463
P53634	231	457	231	458	PF00112	Peptidase_C1	Domain	1	218	219	210.8	1.2e-58	CL0125	CATC_HUMAN	CTSC	463
H0YEM9	18	124	18	125	PF00651	BTB	Domain	1	109	110	101.6	1.2e-25	CL0033	H0YEM9_HUMAN	ZBTB44	595
H0YEM9	378	397	377	402	PF13912	zf-C2H2_6	Domain	2	21	27	18.2	7.8	CL0361	H0YEM9_HUMAN	ZBTB44	595
H0YEM9	406	429	405	431	PF13912	zf-C2H2_6	Domain	2	25	27	16.1	35	CL0361	H0YEM9_HUMAN	ZBTB44	595
H0YEM9	466	487	466	490	PF12874	zf-met	Domain	1	22	25	15.4	88	CL0361	H0YEM9_HUMAN	ZBTB44	595
H0YE88	28	118	14	140	PF01285	TEA	Family	64	154	509	95.1	2.3e-23	No_clan	H0YE88_HUMAN	TEAD1	426
P28347	28	118	14	140	PF01285	TEA	Family	64	154	509	95.1	2.3e-23	No_clan	TEAD1_HUMAN	TEAD1	426
Q9NZM1	2	101	1	103	PF00168	C2	Domain	3	101	103	59.6	1.3e-12	CL0154	MYOF_HUMAN	MYOF	2061
